Name,Title,_Artist1,_Artist2,_Artist3,_Artist4,_Artist5,url,Type,Lyric,Video,Christmas,Live,Remix,Cover,id,Start,End,Uploader,Duration
Alexandra Stan - Cherry Pop (Official Video),Cherry Pop,Alexandra Stan,,,,,https://www.youtube.com/watch?v=J3opxJGFC5A,Video,0,1,0,0,0,0,J3opxJGFC5A,0.0,0.0,Ego Italy,210
Alexandra Stan - Dance (Official Music Video),Dance,Alexandra Stan,,,,,https://www.youtube.com/watch?v=EwPnzFCRfjQ,Video,0,1,0,0,0,0,EwPnzFCRfjQ,0.0,0.0,Alexandra Stan,221
Alexandra Stan - Lollipop (Param Pam Pam),Lollipop Param Pam Pam,Alexandra Stan,,,,,https://www.youtube.com/watch?v=nfDAbsj72aI,Lyric,0,1,0,0,0,0,nfDAbsj72aI,0.0,0.0,Ultra Music,239
Alexandra Stan - Mr. Saxobeat (Official Video),Mr Saxobeat,Alexandra Stan,,,,,https://www.youtube.com/watch?v=lAhHNCfA7NI,Video,0,1,0,0,0,0,lAhHNCfA7NI,0.0,0.0,Blanco Y Negro Music,194
Alice Cooper - School'S Out [Lyrics] [Hd],School's Out,Alice Cooper,,,,,https://www.youtube.com/watch?v=z4eJHyi13mQ,Lyric,1,0,0,0,0,0,z4eJHyi13mQ,0.0,0.0,Helge,210
School'S Out,School's Out,Alice Cooper,,,,,https://www.youtube.com/watch?v=gcVEhtojXlc,Lyric,1,0,0,0,0,0,gcVEhtojXlc,0.0,0.0,Alice Cooper - Topic,210
Alice Dj - Better Off Alone (Official Video),Better Off Alone,Alice DJ,,,,,https://www.youtube.com/watch?v=Lgs9QUtWc3M,Video,0,1,0,0,0,0,Lgs9QUtWc3M,0.0,0.0,Alice Dj,175
Blank Space - Taylor Swift (Cover) By Alice Kristiansen,Blank Space Cover,Alice Kristiansen,Taylor Swift,,,,https://www.youtube.com/watch?v=jKXcSb3uIg0,Lyric,1,0,0,0,0,1,jKXcSb3uIg0,0.0,0.0,Alice Kristiansen,299
Champagne Problems - Taylor Swift (Cover) By Alice Kristiansen,Champagne Problems Cover,Alice Kristiansen,Taylor Swift,,,,https://www.youtube.com/watch?v=NuN11FpdLc4,Lyric,1,0,0,0,0,1,NuN11FpdLc4,0.0,0.0,Alice Kristiansen,241
Don'T Start Now - Dua Lipa (Cover) By Alice Kristiansen,Don't Start Now Cover,Alice Kristiansen,Dua Lipa,,,,https://www.youtube.com/watch?v=jCwMQPbXx9Y,Lyric,1,0,0,0,0,1,jCwMQPbXx9Y,0.0,0.0,Alice Kristiansen,173
Free Porn Cheap Drugs - G-Eazy (Cover) By Alice Kristiansen,Free Porn Cheap Drugs Cover,Alice Kristiansen,G Eazy,,,,https://www.youtube.com/watch?v=fBg_7DTW1rQ,Lyric,1,0,0,0,0,1,fBg_7DTW1rQ,0.0,0.0,Alice Kristiansen,190
Illicit Affairs - Taylor Swift (Cover) By Alice Kristiansen,Illicit Affairs Cover,Alice Kristiansen,Taylor Swift,,,,https://www.youtube.com/watch?v=A_SyCqCKsnQ,Lyric,1,0,0,0,0,1,A_SyCqCKsnQ,0.0,0.0,Alice Kristiansen,202
Into You - Ariana Grande (Cover) By Alice Kristiansen,Into You Cover,Alice Kristiansen,Ariana Grande,,,,https://www.youtube.com/watch?v=Vh0qjVJy-Wk,Lyric,1,0,0,0,0,1,Vh0qjVJy-Wk,0.0,0.0,Alice Kristiansen,296
Landslide - Fleetwood Mac (Cover) By Alice Kristiansen,Landslide Cover,Alice Kristiansen,Fleetwood Mac,,,,https://www.youtube.com/watch?v=D-yLyaHF1oo,Lyric,1,0,0,0,0,1,D-yLyaHF1oo,0.0,0.0,Alice Kristiansen,185
Love Song - Lana Del Rey (Cover) By Alice Kristiansen,Love Song Cover,Alice Kristiansen,Lana Del Rey,,,,https://www.youtube.com/watch?v=ETWyb_Mi5DY,Lyric,1,0,0,0,0,1,ETWyb_Mi5DY,0.0,0.0,Alice Kristiansen,231
Love Story - Taylor Swift (Cover) By Alice Kristiansen,Love Story Cover,Alice Kristiansen,Taylor Swift,,,,https://www.youtube.com/watch?v=jNjlL1OlOnY,Lyric,1,0,0,0,0,1,jNjlL1OlOnY,0.0,0.0,Alice Kristiansen,222
Lover - Taylor Swift (Cover) By Alice Kristiansen,Lover Cover,Alice Kristiansen,Taylor Swift,,,,https://www.youtube.com/watch?v=3924k9tXf7E,Lyric,1,0,0,0,0,1,3924k9tXf7E,0.0,0.0,Alice Kristiansen,304
Rhiannon - Fleetwood Mac (Cover) By Alice Kristiansen & Jessie Marie Villa,Rhiannon Cover Jessie Marie Villa,Alice Kristiansen,Fleetwood Mac,,,,https://www.youtube.com/watch?v=V3odflUA82w,Lyric,1,0,0,0,0,1,V3odflUA82w,0.0,0.0,Alice Kristiansen,184
Sex On Fire  - Kings Of Leon (Cover) By Alice Kristiansen,Sex On Fire Cover,Alice Kristiansen,Kings Of Leon,,,,https://www.youtube.com/watch?v=HibqdUMA2tE,Lyric,1,0,0,0,0,1,HibqdUMA2tE,0.0,0.0,Alice Kristiansen,199
Somebody Else - The 1975 (Cover) By Alice Kristiansen,Somebody Else Cover,Alice Kristiansen,The 1975,,,,https://www.youtube.com/watch?v=aH-qETCiD-M,Lyric,1,0,0,0,0,1,aH-qETCiD-M,0.0,0.0,Alice Kristiansen,230
Summertime Sadness - Lana Del Rey (Cover) By Alice Kristiansen,Summertime Sadness Cover,Alice Kristiansen,Lana Del Rey,,,,https://www.youtube.com/watch?v=OYZiHH8wZvA,Lyric,1,0,0,0,0,1,OYZiHH8wZvA,0.0,0.0,Alice Kristiansen,164
Teenage Dirtbag - Wheatus (Cover) By Alice Kristiansen,Teenage Dirtbag Cover,Alice Kristiansen,Wheatus,,,,https://www.youtube.com/watch?v=CZTsBXSUV9g,Lyric,1,0,0,0,0,1,CZTsBXSUV9g,0.0,0.0,Alice Kristiansen,219
The One That Got Away - Katy Perry (Cover) By Alice Kristiansen,The One That Got Away Cover,Alice Kristiansen,Katy Perry,,,,https://www.youtube.com/watch?v=8KOBmgSv_qM,Lyric,1,0,0,0,0,1,8KOBmgSv_qM,0.0,0.0,Alice Kristiansen,355
The Scientist - Coldplay (Cover) By Alice Kristiansen,The Scientist Cover,Alice Kristiansen,Coldplay,,,,https://www.youtube.com/watch?v=ITbJZZjScZ0,Lyric,1,0,0,0,0,1,ITbJZZjScZ0,0.0,0.0,Alice Kristiansen,243
Video Games - Lana Del Rey (Cover) By Alice Kristiansen,Video Games Cover,Alice Kristiansen,Lana Del Rey,,,,https://www.youtube.com/watch?v=gLZbnLo2klU,Video,0,1,0,0,0,1,gLZbnLo2klU,0.0,0.0,Alice Kristiansen,240
Wildest Dreams - Taylor Swift (Cover) By Alice Kristiansen,Wildest Dreams Cover,Alice Kristiansen,Taylor Swift,,,,https://www.youtube.com/watch?v=Vf-MW_gl6TU,Lyric,1,0,0,0,0,1,Vf-MW_gl6TU,0.0,0.0,Alice Kristiansen,201
Empire State Of Mind,Empire State Of Mind,Alicia Keys,Jay Z,,,,https://www.youtube.com/watch?v=_ydMlTassYc,Lyric,1,0,0,0,0,0,_ydMlTassYc,0.0,0.0,Jay-Z - Topic,277
Jay-Z Feat. Alicia Keys - Empire State Of Mind (Official Music Video),Empire State Of Mind,Alicia Keys,Alicia Keys,Jay Z,,,https://www.youtube.com/watch?v=QsZlY0Vz4-o,Video,0,1,0,0,0,0,QsZlY0Vz4-o,0.0,0.0,Sounds,281
Alicia Keys - Girl On Fire (Official Video),Girl On Fire,Alicia Keys,,,,,https://www.youtube.com/watch?v=J91ti_MpdHA,Video,0,1,0,0,0,0,J91ti_MpdHA,0.0,0.0,Aliciakeysvevo,233
No One - Alicia Keys (Lyrics),No One,Alicia Keys,,,,,https://www.youtube.com/watch?v=_cK5iDO4cdw,Lyric,1,0,0,0,0,0,_cK5iDO4cdw,0.0,0.0,Dopelyrics,254
The All American Rejects - Dirty Little Secret (Lyrics),Dirty Little Secret,All American Rejects,,,,,https://www.youtube.com/watch?v=R1j9NASRQgU,Lyric,1,0,0,0,0,0,R1j9NASRQgU,0.0,0.0,Juliandereus2,194
"""Dirty Little Secret"" - The All-American Rejects (First To Eleven Reunion)",Dirty Little Secret Reunion,All American Rejects,First To Eleven,First To Eleven,,,https://www.youtube.com/watch?v=jc80vlVQ7mU,Lyric,1,0,0,0,0,1,jc80vlVQ7mU,0.0,0.0,First To Eleven,211
Gives You Hell - The All-American Rejects - Lyrics,Gives You Hell,All American Rejects,,,,,https://www.youtube.com/watch?v=jcr41HovT38,Lyric,1,0,0,0,0,0,jcr41HovT38,0.0,0.0,Jutassinari,214
"""Gives You Hell"" - The All-American Rejects (Cover By First To Eleven)",Gives You Hell Cover,All American Rejects,First To Eleven,First To Eleven,,,https://www.youtube.com/watch?v=GlevUONVqfk,Lyric,1,0,0,0,0,1,GlevUONVqfk,0.0,0.0,First To Eleven,226
The All-American Rejects - Gives You Hell (Performance Version),Gives You Hell Performance Version,All American Rejects,,,,,https://www.youtube.com/watch?v=A6APxbBYnoo,Lyric,0,1,0,0,0,0,A6APxbBYnoo,0.0,0.0,Allamericanrjctsvevo,209
It Ends Tonight-The All-American Rejects (Lyrics),It Ends Tonight,All American Rejects,,,,,https://www.youtube.com/watch?v=S18ZTDp8cWc,Lyric,1,0,0,0,0,0,S18ZTDp8cWc,0.0,0.0,Themultifire,245
Move Along - The All American Rejects Lyrics,Move Along,All American Rejects,,,,,https://www.youtube.com/watch?v=IyGNDG1isJo,Lyric,1,0,0,0,0,0,IyGNDG1isJo,0.0,0.0,Lyrical Excuses,239
Swing Swing - All American Rejects,Swing Swing,All American Rejects,,,,,https://www.youtube.com/watch?v=wzLBnoAf67g,Lyric,1,0,0,0,0,0,wzLBnoAf67g,0.0,0.0,Jermsthekao,230
The All-American Rejects - The Last Song (Lyrics),The Last Song,All American Rejects,,,,,https://www.youtube.com/watch?v=TMPQZbcO8tc,Lyric,1,0,0,0,0,0,TMPQZbcO8tc,0.0,0.0,Osbl30,298
All Time Low: Monsters (Feat. Demi Lovato And Blackbear) (Lyric Video),Monsters And,All Time Low,Demi Lovato,Demi Lovato,Blackbear,,https://www.youtube.com/watch?v=NlnwXIigAAs,Lyric,1,0,0,0,0,0,NlnwXIigAAs,0.0,0.0,All Time Low,179
Ally Brooke & Messiah - 500 Veces (Official Music Video),500 Veces,Ally Brooke,Ally Brooke,Messiah,,,https://www.youtube.com/watch?v=J8F1GzlfiSg,Video,0,1,0,0,0,0,J8F1GzlfiSg,0.0,0.0,Ally Brooke,213
Afrojack - All Night (Feat. Ally Brooke) [Official Music Video],All Night,Ally Brooke,Afrojack,Afrojack,,,https://www.youtube.com/watch?v=evuKQ7J2PEQ,Video,0,1,0,0,0,0,evuKQ7J2PEQ,0.0,0.0,Afrojack,168
Afrojack - All Night (Feat. Ally Brooke) [Official Lyric Video],All Night,Ally Brooke,Afrojack,,,,https://www.youtube.com/watch?v=SxxlpnrggXw,Lyric,1,0,0,0,0,0,SxxlpnrggXw,0.0,0.0,Spinnin' Records,170
Ally Brooke - Baby I'M Coming Home,Baby I'm Coming Home,Ally Brooke,,,,,https://www.youtube.com/watch?v=8O2Z2rCPdGA,Lyric,1,0,1,0,0,0,8O2Z2rCPdGA,0.0,0.0,Ally Brooke,189
Ally Brooke - Fabulous (Lyric Video),Fabulous,Ally Brooke,,,,,https://www.youtube.com/watch?v=RbM38a5ev-c,Lyric,1,0,0,0,0,0,RbM38a5ev-c,0.0,0.0,Ally Brooke,172
Joe Stone & Ally Brooke - Feeling Dynamite (Official Lyric Video),Feeling Dynamite,Ally Brooke,Ally Brooke,Joe Stone,,,https://www.youtube.com/watch?v=cbDdgQjiLjI,Lyric,1,0,0,0,0,0,cbDdgQjiLjI,0.0,0.0,Spinnin' Records,163
Ally Brooke & Matoma - Higher,Higher,Ally Brooke,Ally Brooke,Matoma,,,https://www.youtube.com/watch?v=v6DTWhAVrJQ,Lyric,0,1,0,0,0,0,v6DTWhAVrJQ,0.0,0.0,Ally Brooke,198
Ally Brooke - Lips Don'T Lie (Feat. A Boogie Wit Da Hoodie),Lips Don't Lie A Boogie Wit Da Hoodie,Ally Brooke,,,,,https://www.youtube.com/watch?v=XCVAgd4G3qY,Lyric,0,1,0,0,0,0,XCVAgd4G3qY,0.0,0.0,Ally Brooke,174
Ally Brooke - Low Key (Feat. Tyga),Low Key,Ally Brooke,Tyga,,,,https://www.youtube.com/watch?v=uNlHLoiB6GA,Lyric,0,1,0,0,0,0,uNlHLoiB6GA,0.0,0.0,Ally Brooke,237
Ally Brooke - Low Key (Lyrics) (Ft. Tyga),Low Key,Ally Brooke,Tyga,,,,https://www.youtube.com/watch?v=xVyQpJGczig,Lyric,1,0,0,0,0,0,xVyQpJGczig,0.0,0.0,Cotton Candy,199
Ally Brooke - No Good,No Good,Ally Brooke,,,,,https://www.youtube.com/watch?v=3wPugYWzqOI,Video,0,1,0,0,0,0,3wPugYWzqOI,0.0,0.0,Ally Brooke,190
Topic & Ally Brooke - Perfect (Official Video),Perfect,Ally Brooke,Ally Brooke,Topic,Topic,Topic,https://www.youtube.com/watch?v=DKk5eDqZDKk,Video,0,1,0,0,0,0,DKk5eDqZDKk,0.0,0.0,Topic,209
Ally Brooke X Afrojack - What Are We Waiting For?,What Are We Waiting For?,Ally Brooke,Ally Brooke,Afrojack,Afrojack,Afrojack,https://www.youtube.com/watch?v=MdZtIvLkfJI,Lyric,1,0,0,0,0,0,MdZtIvLkfJI,0.0,0.0,Ally Brooke,200
Avicii - Sos Ft. Aloe Blacc [Lyric Video],Sos,Aloe Blacc,Avicii,,,,https://www.youtube.com/watch?v=Vd3Y7Dg4JV8,Lyric,1,0,0,0,0,0,Vd3Y7Dg4JV8,0.0,0.0,Proximity,157
Alphaville - Big In Japan (Juloboy Remix),Big In Japan Juloboy Remix,Alphaville,,,,,https://www.youtube.com/watch?v=6BIxPr-AaQo,Video,0,1,0,0,1,0,6BIxPr-AaQo,0.0,0.0,Rezilienza,251
⚡️Timeless✔️ Beauty❤️ Alphaville - Forever Young - (Jennifer Connelly 1990S) (1980S Music),Forever Young,Alphaville,Jennifer Connelly,,,,https://www.youtube.com/watch?v=eFtiwNUDIcs,Lyric,1,0,0,0,0,0,eFtiwNUDIcs,0.0,0.0,Lockk9 Tt Racing,428
American Hi-Fi - Flavor Of The Weak (Official Video),Flavor Of The Weak,American Hi Fi,,,,,https://www.youtube.com/watch?v=uAmINmjpQxw,Video,0,1,0,0,0,0,uAmINmjpQxw,0.0,0.0,Americanhifivevo,232
Flavor Of The Week W/ Lyrics - American Hi-Fi,Flavor Of The Week,American Hi Fi,,,,,https://www.youtube.com/watch?v=ASfZtc34E7g,Lyric,1,0,0,0,0,0,ASfZtc34E7g,0.0,0.0,Musicandlyricz,192
Amerie - 1 Thing (Video),1 Thing,Amerie,,,,,https://www.youtube.com/watch?v=bbqVg_23otg,Video,0,1,0,0,0,0,bbqVg_23otg,0.0,0.0,Amerievevo,227
Amy Winehouse - Back To Black,Back To Black,Amy Winehouse,,,,,https://www.youtube.com/watch?v=TJAfLE39ZZ8,Lyric,0,1,0,0,0,0,TJAfLE39ZZ8,0.0,0.0,Amywinehousevevo,248
Amy Winehouse - Back To Black (Lyric Video),Back To Black,Amy Winehouse,,,,,https://www.youtube.com/watch?v=4IOXgamaOLI,Lyric,1,0,0,0,0,0,4IOXgamaOLI,0.0,0.0,Amywinehousevevo,250
Back To Black Amy Winehouse Lyrics,Back To Black,Amy Winehouse,,,,,https://www.youtube.com/watch?v=tux7eKFZn30,Lyric,1,0,0,0,0,0,tux7eKFZn30,0.0,0.0,Andrea Fernándezth,244
Amy Winehouse - Love Is A Losing Game (Lyric Video),Love Is A Losing Game,Amy Winehouse,,,,,https://www.youtube.com/watch?v=_TWnTrC8fWs,Lyric,0,1,0,0,0,0,_TWnTrC8fWs,0.0,0.0,Amywinehousevevo,155
Amy Winehouse-Love Is A Losing Game (Lyrics),Love Is A Losing Game,Amy Winehouse,,,,,https://www.youtube.com/watch?v=Fs1FveJqmEo,Lyric,1,0,0,0,0,0,Fs1FveJqmEo,0.0,0.0,Darknessofequinox,150
Amy Winehouse - Love Is A Losing Game,Love Is A Losing Game,Amy Winehouse,,,,,https://www.youtube.com/watch?v=nMO5Ko_77Hk,Lyric,0,1,0,0,0,0,nMO5Ko_77Hk,0.0,0.0,Amywinehousevevo,168
Amy Winehouse - Rehab,Rehab,Amy Winehouse,,,,,https://www.youtube.com/watch?v=KUmZp8pR1uc,Lyric,0,1,0,0,0,0,KUmZp8pR1uc,0.0,0.0,Amywinehousevevo,222
Amy Winehouse-Rehab (Lyrics),Rehab,Amy Winehouse,,,,,https://www.youtube.com/watch?v=JjW5ygsyjTI,Lyric,1,0,0,0,0,0,JjW5ygsyjTI,0.0,0.0,Manga97Gs,246
Amy Winehouse - Stronger Than Me,Stronger Than Me,Amy Winehouse,,,,,https://www.youtube.com/watch?v=7CYE0DYIbaw,Lyric,0,1,0,0,0,0,7CYE0DYIbaw,0.0,0.0,Amywinehousevevo,221
Amy Winehouse - Tears Dry On Their Own,Tears Dry On Their Own,Amy Winehouse,,,,,https://www.youtube.com/watch?v=ojdbDYahiCQ,Lyric,0,1,0,0,0,0,ojdbDYahiCQ,0.0,0.0,Amywinehousevevo,194
Amy Winehouse-Tears Dry On Their Own Lyrics,Tears Dry On Their Own,Amy Winehouse,,,,,https://www.youtube.com/watch?v=S4BgyHWCVg8,Lyric,1,0,0,0,0,0,S4BgyHWCVg8,0.0,0.0,Jmcpherson123,187
Amy Winehouse - Valerie Lyrics,Valerie,Amy Winehouse,,,,,https://www.youtube.com/watch?v=vfTHe64HQB0,Lyric,1,0,0,0,0,0,vfTHe64HQB0,0.0,0.0,Franziamljb,225
Mark Ronson Ft. Amy Winehouse - Valerie (Official Video),Valerie,Amy Winehouse,Mark Ronson,,,,https://www.youtube.com/watch?v=bixuI_GV5I0,Video,0,1,0,0,0,0,bixuI_GV5I0,0.0,0.0,Markronsonvevo,281
Amy Winehouse - Will You Still Love Me Tomorrow (With Lyrics),Will You Still Love Me Tomorrow,Amy Winehouse,,,,,https://www.youtube.com/watch?v=O0jYMMTb0XU,Lyric,1,0,0,0,0,0,O0jYMMTb0XU,0.0,0.0,Ariane B,210
Amy Winehouse - You Know I'M No Good,You Know I'm No Good,Amy Winehouse,,,,,https://www.youtube.com/watch?v=b-I2s5zRbHg,Lyric,0,1,0,0,0,0,b-I2s5zRbHg,0.0,0.0,Amywinehousevevo,255
Amy Winehouse You No I'M No Good W/ Lyrics,You No I'm No Good,Amy Winehouse,,,,,https://www.youtube.com/watch?v=vOFpJN-2tcg,Lyric,1,0,0,0,0,0,vOFpJN-2tcg,0.0,0.0,Mariachocolateira,258
Ed Sheeran - Perfect Symphony (With Andrea Bocelli),Perfect Symphony,Andrea Bocelli,Ed Sheeran,,,,https://www.youtube.com/watch?v=eiDiKwbGfIY,Lyric,1,0,0,0,0,0,eiDiKwbGfIY,0.0,0.0,Ed Sheeran,334
"Andreea Banica ""Love In Brasil"" [Hd]",Love In Brasil,Andreea Banica,,,,,https://www.youtube.com/watch?v=nqHubzaLZJc,Lyric,1,0,0,0,0,0,nqHubzaLZJc,0.0,0.0,Kristian Kollev,217
Voyage Voyage (Andreid Remix),Voyage Voyage Remix,Andreid,,,,,https://www.youtube.com/watch?v=mKBod2lOGgU,Video,0,1,0,0,1,0,mKBod2lOGgU,0.0,0.0,Vdj Smile Vip,224
Anne-Marie - 2002 (Lyrics),2002,Anne Marie,,,,,https://www.youtube.com/watch?v=qxCCGcMC1Jk,Lyric,1,0,0,0,0,0,qxCCGcMC1Jk,0.0,0.0,Unique Vibes,187
Anne-Marie - Birthday [Official Video],Birthday,Anne Marie,,,,,https://www.youtube.com/watch?v=egVAW6l_QU8,Video,0,1,0,0,0,0,egVAW6l_QU8,0.0,0.0,Anne-Marie,226
Anne-Marie - Ciao Adios [Official Video],Ciao Adios,Anne Marie,,,,,https://www.youtube.com/watch?v=qqob4D3BoZc,Video,0,1,0,0,0,0,qqob4D3BoZc,0.0,0.0,Anne-Marie,209
Friends || Marshmello & Anne-Marie Lyrics,Friends,Anne Marie,Marshmello,,,,https://www.youtube.com/watch?v=IDxftDaGb5U,Lyric,1,0,0,0,0,0,IDxftDaGb5U,0.0,0.0,Fangirl Lyrics,206
Marshmello & Anne-Marie - Friends (Music Video) *Official Friendzone Anthem*,Friends,Anne Marie,Marshmello,,,,https://www.youtube.com/watch?v=jzD_yyEcp0M,Video,0,1,0,0,0,0,jzD_yyEcp0M,0.0,0.0,Marshmello,231
Marshmello & Anne-Marie - Friends (Acoustic Video) *Official Friendzone Anthem*,Friends Acoustic,Anne Marie,Marshmello,,,,https://www.youtube.com/watch?v=7IXJbCm6hEE,Video,0,1,0,0,0,0,7IXJbCm6hEE,0.0,0.0,Marshmello,229
Marshmello & Anne-Marie - Friends  ( Cover By J.Fla ),Friends Cover,Anne Marie,Marshmello,J Fla,J Fla,,https://www.youtube.com/watch?v=N3GvO6oRw7E,Lyric,1,0,0,0,0,1,N3GvO6oRw7E,0.0,0.0,Jflamusic,139
Barbie Girl Song,Barbie Girl Song,Aqua,,,,,https://www.youtube.com/watch?v=ebno9Rt0beU,Lyric,1,0,0,0,0,0,ebno9Rt0beU,0.0,0.0,Niezwaagk,194
Arctic Monkeys - Arabella Lyrics (Album Am),Arabella Am,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=taxwQQpW2MU,Lyric,1,0,0,0,0,0,taxwQQpW2MU,0.0,0.0,Azra Turner,211
D Is For Dangerous,D Is For Dangerous,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=0w6WlfdPSms,Lyric,1,0,0,0,0,0,0w6WlfdPSms,0.0,0.0,Arctic Monkeys - Topic,138
Arctic Monkeys - Do I Wanna Know? Lyrics,Do I Wanna Know?,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=fQ17tnRrA8k,Lyric,1,0,0,0,0,0,fQ17tnRrA8k,0.0,0.0,Notomyslyrics,263
Arctic Monkeys - Fluorescent Adolescent Lyrics,Fluorescent Adolescent,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=3YLFakwWwt8,Lyric,1,0,0,0,0,0,3YLFakwWwt8,0.0,0.0,Minimo Louise,181
Arctic Monkeys - I Bet You Look Good On The Dancefloor (Lyrics),I Bet You Look Good On The Dancefloor,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=XeGLA-CuyCk,Lyric,1,0,0,0,0,0,XeGLA-CuyCk,0.0,0.0,Mathery,175
Arctic Monkeys I Wanna Be Yours Lyrics,I Wanna Be Yours,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=XaiLCYgWk3E,Lyric,1,0,0,0,0,0,XaiLCYgWk3E,0.0,0.0,Jordan Garrett,180
Arctic Monkeys - Knee Socks,Knee Socks,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=R7A1mIdiheE,Lyric,1,0,0,0,0,0,R7A1mIdiheE,0.0,0.0,Rodrigo Lima,258
Only Ones Who Know || Arctic Monkeys Lyrics,Only Ones Who Know,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=CVlOfH0DeCk,Lyric,1,0,0,0,0,0,CVlOfH0DeCk,0.0,0.0,Fangirl Lyrics,182
Arctic Monkeys - R U Mine?,R U Mine?,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=ngzC_8zqInk,Lyric,1,0,0,0,0,0,ngzC_8zqInk,0.0,0.0,Rodrigo Lima,201
Arctic Monkeys Snap Out Of It Lyrics,Snap Out Of It,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=_gheIjvSJRw,Lyric,1,0,0,0,0,0,_gheIjvSJRw,0.0,0.0,Jordan Garrett,196
When The Sun Goes Down Arctic Monkeys Lyrics,When The Sun Goes Down,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=ii2_ALLufQA,Lyric,1,0,0,0,0,0,ii2_ALLufQA,0.0,0.0,Jotaggart,203
Why'D You Only Call Me When You'Re High? || Arctic Monkeys Lyrics,Why'd You Only Call Me When You're High?,Arctic Monkeys,,,,,https://www.youtube.com/watch?v=ddwxyI3hgz8,Lyric,1,0,0,0,0,0,ddwxyI3hgz8,0.0,0.0,Fangirl Lyrics,161
Ariana Grande - 34+35 (Official Video),34 35,Ariana Grande,,,,,https://www.youtube.com/watch?v=B6_iQvaIjXw,Video,0,1,0,0,0,0,B6_iQvaIjXw,0.0,0.0,Arianagrandevevo,221
Ariana Grande - 34+35 (Lyric Video),34 35,Ariana Grande,,,,,https://www.youtube.com/watch?v=cnyCcF20pRo,Lyric,1,0,0,0,0,0,cnyCcF20pRo,0.0,0.0,Arianagrandevevo,174
Ariana Grande - 7 Rings (Official Video),7 Rings,Ariana Grande,,,,,https://www.youtube.com/watch?v=QYh6mYIJG2Y,Video,0,1,0,0,0,0,QYh6mYIJG2Y,0.0,0.0,Arianagrandevevo,185
7 Rings || Ariana Grande Lyrics,7 Rings,Ariana Grande,,,,,https://www.youtube.com/watch?v=hqs0xWnEj6g,Lyric,1,0,0,0,0,0,hqs0xWnEj6g,0.0,0.0,Fangirl Lyrics,179
Ariana Grande - 7 Rings (Audio),7 Rings,Ariana Grande,,,,,https://www.youtube.com/watch?v=M84fFXooS5w,Lyric,1,0,0,0,0,0,M84fFXooS5w,0.0,0.0,Arianagrandevevo,180
Ariana Grande - Baby I,Baby I,Ariana Grande,,,,,https://www.youtube.com/watch?v=bJuWlMFToNo,Lyric,1,0,0,0,0,0,bJuWlMFToNo,0.0,0.0,Arianagrandevevo,204
Bad Idea || Ariana Grande Lyrics,Bad Idea,Ariana Grande,,,,,https://www.youtube.com/watch?v=DCgjt74J-fw,Lyric,1,0,0,0,0,0,DCgjt74J-fw,0.0,0.0,Fangirl Lyrics,267
"Ariana Grande, Normani, Nicki Minaj - Bad To You (Lyrics)",Bad To You,Ariana Grande,Nicki Minaj,Normani,Normani,,https://www.youtube.com/watch?v=Hmqlz-Vr4Uc,Lyric,1,0,0,0,0,0,Hmqlz-Vr4Uc,0.0,0.0,Unique Vibes,192
"Ariana Grande, Normani, Nicki Minaj - Bad To You (Charlie’S Angels Soundtrack)(Official Lyric Video)",Bad To You Charlie’s Angels Soundtrack,Ariana Grande,Nicki Minaj,Normani,Normani,,https://www.youtube.com/watch?v=uWrSPUYFBfE,Lyric,1,0,0,0,0,0,uWrSPUYFBfE,0.0,0.0,Ariana Grande,172
"Jessie J, Ariana Grande, Nicki Minaj - Bang Bang (Official Video)",Bang Bang,Ariana Grande,Nicki Minaj,Jessie J,Jessie J,,https://www.youtube.com/watch?v=0HDdjwpPM3Y,Video,0,1,0,0,0,0,0HDdjwpPM3Y,0.0,0.0,Jessiejvevo,262
Nicki Minaj - Bed Ft. Ariana Grande,Bed,Ariana Grande,Nicki Minaj,,,,https://www.youtube.com/watch?v=zxtl5ExJmag,Lyric,1,0,0,0,0,0,zxtl5ExJmag,0.0,0.0,Nickiminajatvevo,216
Better Off || Ariana Grande Lyrics,Better Off,Ariana Grande,,,,,https://www.youtube.com/watch?v=k3QnpRyBzL0,Lyric,1,0,0,0,0,0,k3QnpRyBzL0,0.0,0.0,Fangirl Lyrics,174
Bloodline || Ariana Grande Lyrics,Bloodline,Ariana Grande,,,,,https://www.youtube.com/watch?v=B2_fvZKp7Fo,Lyric,1,0,0,0,0,0,B2_fvZKp7Fo,0.0,0.0,Fangirl Lyrics,217
Borderline || Ariana Grande Ft. Missy Elliott Lyrics,Borderline,Ariana Grande,Missy Elliott,,,,https://www.youtube.com/watch?v=JBEeaj2GnxM,Lyric,1,0,0,0,0,0,JBEeaj2GnxM,0.0,0.0,Fangirl Lyrics,179
